"DisplayName","DisplayVersion","Publisher","InstallLocation","UninstallString"
"Microsoft Windows Desktop Targeting Pack - 5.0.0 (x64)","40.0.29420","Microsoft Corporation","","MsiExec.exe /X{B7846BB6-4EDE-409B-9147-631286EF7FDD}"
"Microsoft Windows Desktop Targeting Pack - 6.0.36 (x64)","48.144.23186","Microsoft Corporation","","MsiExec.exe /X{34C1A27B-00D3-486C-81B7-F98FD77F1836}"
"Microsoft Windows Desktop Targeting Pack - 7.0.20 (x64)","56.80.15245","Microsoft Corporation","","MsiExec.exe /X{644C2637-F41C-49AF-97A5-C7BE2979BB88}"
"Microsoft Windows Desktop Targeting Pack - 8.0.23 (x64)","64.92.45458","Microsoft Corporation","","MsiExec.exe /X{31C0C7D7-5F5F-4C41-9537-0AB8E56658D2}"
"Microsoft Windows Desktop Targeting Pack - 8.0.24 (x64)","64.96.47265","Microsoft Corporation","","MsiExec.exe /X{E7802D4F-44EF-482F-BD24-18C81F507AC7}"
"Microsoft Windows Desktop Targeting Pack - 8.0.25 (x64)","64.100.48707","Microsoft Corporation","","MsiExec.exe /X{89F63B7E-F459-4CAB-BAE1-7F7C1EC2B19C}"
"Microsoft Windows Desktop Targeting Pack - 8.0.26 (x64)","64.104.50433","Microsoft Corporation","","MsiExec.exe /X{C9C27FA8-4C37-43B3-8427-95B24FE7CD75}"
"Microsoft Windows Desktop Targeting Pack - 8.0.27 (x64)","64.108.52193","Microsoft Corporation","","MsiExec.exe /X{D6759B67-3BCE-4B52-AAED-13203216132C}"
"Microsoft Windows Desktop Targeting Pack - 9.0.12 (x64)","72.48.45460","Microsoft Corporation","","MsiExec.exe /X{4D537243-1C36-4E80-8A27-A4E43A811C81}"
"Microsoft Windows Desktop Targeting Pack - 9.0.13 (x64)","72.52.47159","Microsoft Corporation","","MsiExec.exe /X{8EFA3414-6591-4296-97A4-0C2DBD5D2BAD}"
"Microsoft Windows Desktop Targeting Pack - 9.0.14 (x64)","72.56.48819","Microsoft Corporation","","MsiExec.exe /X{701F71AE-5DE0-410F-A621-55A232BC8E24}"
"Microsoft Windows Desktop Targeting Pack - 9.0.15 (x64)","72.60.50530","Microsoft Corporation","","MsiExec.exe /X{4F587A66-B03B-4869-B1FD-0ACC324378B7}"
"Microsoft Windows Desktop Targeting Pack - 9.0.16 (x64)","72.64.52194","Microsoft Corporation","","MsiExec.exe /X{E9ED4D6F-DEC9-44C4-887F-930F97323824}"
"Microsoft XNA Framework Redistributable 4.0","4.0.20823.0","Microsoft Corporation","","MsiExec.exe /I{2BFC7AA0-544C-4E3A-8796-67F3BE655BE9}"
"Microsoft XNA Framework Redistributable 4.0 Refresh","4.0.30901.0","Microsoft Corporation","","MsiExec.exe /I{D69C8EDE-BBC5-436B-8E0E-C5A6D311CF4F}"
"Microsoft.NET.Sdk.Android.Manifest-10.0.100 (x64)","36.1.2","Microsoft Corporation","","MsiExec.exe /X{B5D02ACF-388B-4B89-8A94-65781CB27849}"
"Microsoft.NET.Sdk.Android.Manifest-11.0.100-preview.1 (x64)","33.204.47415","Microsoft Corporation","","MsiExec.exe /X{D9E52C55-566A-4BCC-A20B-734BDA5BC7F4}"
"Microsoft.NET.Sdk.Android.Manifest-6.0.300","128.75.16384","Microsoft Corporation","","MsiExec.exe /X{F4E591C2-810D-4D36-B4F9-DC55103019D1}"
"Microsoft.NET.Sdk.Android.Manifest-7.0.100 (x64)","33.0.4","Microsoft Corporation","","MsiExec.exe /X{FE768F65-89B5-40E5-9CE5-25D002197AE7}"
"Microsoft.NET.Sdk.Android.Manifest-8.0.100 (x64)","34.0.43","Microsoft Corporation","","MsiExec.exe /X{B5A57BF9-FC7A-4FA6-BAEB-46E173986DF3}"
"Microsoft.NET.Sdk.Android.Manifest-9.0.100 (x64)","35.0.7","Microsoft Corporation","","MsiExec.exe /X{76737228-5B3F-4431-9C02-BC3C1B25198B}"
"Microsoft.NET.Sdk.Aspire.Manifest-8.0.100 (x64)","64.136.23253","Microsoft Corporation","","MsiExec.exe /X{2E5C5364-621F-4F22-8B81-18524D6F0361}"
"Microsoft.NET.Sdk.Aspire.Manifest-8.0.100 (x64)","64.0.5426","Microsoft Corporation","","MsiExec.exe /X{F3AEB036-4B8A-4C25-B4D2-850944E909C4}"
"Microsoft.NET.Sdk.iOS.Manifest-10.0.100 (x64)","26.0.11017","Microsoft Corporation","","MsiExec.exe /X{7FFF090D-5C19-4754-BA00-44A4AE58610C}"
"Microsoft.NET.Sdk.iOS.Manifest-11.0.100-preview.1 (x64)","26.2.11310","Microsoft Corporation","","MsiExec.exe /X{67F30781-6BC0-4FB7-A38F-6A3E0B4919A8}"
"Microsoft.NET.Sdk.iOS.Manifest-6.0.300","125.191.42208","Microsoft Corporation","","MsiExec.exe /X{BBA9C60D-75E7-44EE-922D-069AA85C8EC1}"
"Microsoft.NET.Sdk.iOS.Manifest-7.0.100 (x64)","16.0.0","Microsoft Corporation","","MsiExec.exe /X{543E585A-87D5-4F29-A914-7953B2F13EF2}"
"Microsoft.NET.Sdk.iOS.Manifest-8.0.100 (x64)","17.0.8478","Microsoft Corporation","","MsiExec.exe /X{6BF59E75-BE05-4C69-9C48-3532B6DE0EC5}"
"Microsoft.NET.Sdk.iOS.Manifest-9.0.100 (x64)","18.0.9617","Microsoft Corporation","","MsiExec.exe /X{736FFE9E-6571-4059-B73D-F97F07E9F98D}"
"Microsoft.NET.Sdk.MacCatalyst.Manifest-10.0.100 (x64)","26.0.11017","Microsoft Corporation","","MsiExec.exe /X{D9695A82-3EA3-4B0D-8F41-766C60E3FA52}"
"Microsoft.NET.Sdk.MacCatalyst.Manifest-11.0.100-preview.1 (x64)","26.2.11310","Microsoft Corporation","","MsiExec.exe /X{B5F1F431-D603-41CF-BAA9-D0EA6740F473}"
"Microsoft.NET.Sdk.MacCatalyst.Manifest-6.0.300","125.191.42208","Microsoft Corporation","","MsiExec.exe /X{FEB76EC8-02F4-46E6-8031-BE403766D13A}"
"Microsoft.NET.Sdk.MacCatalyst.Manifest-7.0.100 (x64)","15.4.0","Microsoft Corporation","","MsiExec.exe /X{7C190DE4-5808-421D-9C41-89ED1FBE95CC}"
"Microsoft.NET.Sdk.MacCatalyst.Manifest-8.0.100 (x64)","17.0.8478","Microsoft Corporation","","MsiExec.exe /X{8B5384CA-D189-4CFE-8DF0-2D05B4EA8499}"
"Microsoft.NET.Sdk.MacCatalyst.Manifest-9.0.100 (x64)","18.0.9617","Microsoft Corporation","","MsiExec.exe /X{393886C4-81D0-4CB7-BE11-B2B974BAE978}"
"Microsoft.NET.Sdk.macOS.Manifest-10.0.100 (x64)","26.0.11017","Microsoft Corporation","","MsiExec.exe /X{C108C948-86BF-4A9F-BF8E-E3ACAC2A3205}"
"Microsoft.NET.Sdk.macOS.Manifest-11.0.100-preview.1 (x64)","26.2.11310","Microsoft Corporation","","MsiExec.exe /X{D8BE9508-327D-4D52-820D-0AD1EF2CBFEE}"
"Microsoft.NET.Sdk.macOS.Manifest-6.0.300","100.255.42208","Microsoft Corporation","","MsiExec.exe /X{F590F859-2F6A-4559-9D09-A8FC442AF16B}"
"Microsoft.NET.Sdk.macOS.Manifest-7.0.100 (x64)","12.3.0","Microsoft Corporation","","MsiExec.exe /X{57816DD5-505C-46E5-A8F5-4BC85E3A7D2C}"
"Microsoft.NET.Sdk.macOS.Manifest-8.0.100 (x64)","14.0.8478","Microsoft Corporation","","MsiExec.exe /X{98927287-8779-447A-919E-73028D53F719}"
"Microsoft.NET.Sdk.macOS.Manifest-9.0.100 (x64)","15.0.9617","Microsoft Corporation","","MsiExec.exe /X{16C48C75-42D8-4E6A-845B-233207524190}"
"Microsoft.NET.Sdk.Maui.Manifest-10.0.100 (x64)","10.0.0","Microsoft Corporation","","MsiExec.exe /X{1CCC423B-56D5-4333-863A-617CB7B5D195}"
"Microsoft.NET.Sdk.Maui.Manifest-11.0.100-preview.1 (x64)","88.0.48554","Microsoft Corporation","","MsiExec.exe /X{9D77EC9C-DABD-4608-9DE0-614CFAB9022E}"
"Microsoft.NET.Sdk.Maui.Manifest-6.0.300","24.78.0","Microsoft Corporation","","MsiExec.exe /X{C2863251-07E7-44A0-B2F8-4C4E2AF08937}"
"Microsoft.NET.Sdk.Maui.Manifest-7.0.100 (x64)","7.0.49","Microsoft Corporation","","MsiExec.exe /X{8B3894C0-B5D2-4DDF-9732-75A96EE9A834}"
"Microsoft.NET.Sdk.Maui.Manifest-8.0.100 (x64)","8.0.3","Microsoft Corporation","","MsiExec.exe /X{116EF6D0-AE8E-4E6D-B0D8-EFF145CD45DA}"
"Microsoft.NET.Sdk.Maui.Manifest-9.0.100 (x64)","9.0.0","Microsoft Corporation","","MsiExec.exe /X{3214CADE-AAED-4B9A-8927-49D866E2A758}"
"Microsoft.NET.Sdk.tvOS.Manifest-10.0.100 (x64)","26.0.11017","Microsoft Corporation","","MsiExec.exe /X{3F32E4B1-4A0A-4FA6-9D39-A15A83683EDA}"
"Microsoft.NET.Sdk.tvOS.Manifest-11.0.100-preview.1 (x64)","26.2.11310","Microsoft Corporation","","MsiExec.exe /X{0A1A405B-6860-4716-8826-75E0B6EFB94B}"
"Microsoft.NET.Sdk.tvOS.Manifest-6.0.300","125.191.42208","Microsoft Corporation","","MsiExec.exe /X{69B1631F-5F98-4C6C-B757-46B0ECC8EDBB}"
"Microsoft.NET.Sdk.tvOS.Manifest-7.0.100 (x64)","16.0.0","Microsoft Corporation","","MsiExec.exe /X{6DAE2F44-C521-4219-8BE0-D72979F8C18E}"
"Microsoft.NET.Sdk.tvOS.Manifest-8.0.100 (x64)","17.0.8478","Microsoft Corporation","","MsiExec.exe /X{568F99E8-9F2D-48D7-A05D-D64C512B3AFD}"
"Microsoft.NET.Sdk.tvOS.Manifest-9.0.100 (x64)","18.0.9617","Microsoft Corporation","","MsiExec.exe /X{CF59BE56-B314-4B17-B3C2-8B7197681D56}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest (x64)","72.56.47012","Microsoft Corporation","","MsiExec.exe /X{A14C997B-64D8-410B-8322-D360226DDEB4}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest (x64)","72.52.45351","Microsoft Corporation","","MsiExec.exe /X{8B1173E1-D5D3-4FE7-B72C-B9831589E2E7}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest (x64)","64.96.47011","Microsoft Corporation","","MsiExec.exe /X{ADEBB129-9F67-47EE-88E5-409076BE041F}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest (x64)","72.56.48675","Microsoft Corporation","","MsiExec.exe /X{AB59D4BA-BE3B-4C22-B984-AA9E065842D0}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest (x64)","64.108.52097","Microsoft Corporation","","MsiExec.exe /X{7622E8AE-5524-4D4B-81C7-25BCD4BB522C}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest (x64)","72.56.52051","Microsoft Corporation","","MsiExec.exe /X{A23E7627-A531-4DFE-BC43-EF426FA9AAE0}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest (x64)","64.100.48546","Microsoft Corporation","","MsiExec.exe /X{187B7A9D-32F9-422A-BCF3-3E387444C53F}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest (x64)","64.104.50388","Microsoft Corporation","","MsiExec.exe /X{A4340646-4A64-41B8-B3EE-E827B82356DA}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest (x64)","72.56.50513","Microsoft Corporation","","MsiExec.exe /X{EF09C859-73C8-4DD6-A7BA-17A3E4263F14}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest (x64)","64.92.45353","Microsoft Corporation","","MsiExec.exe /X{F98314C7-8539-4BD5-9C21-9225CB52D6B3}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest-10.0.100 (x64)","81.156.47319","Microsoft Corporation","","MsiExec.exe /X{2CF01C5B-3BD5-47D5-8F6C-4A3EC545F46F}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest-10.0.100 (x64)","81.160.48830","Microsoft Corporation","","MsiExec.exe /X{A693A38A-5B8D-41FC-B13E-7F6CB692CF5E}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest-10.0.100 (x64)","81.176.52183","Microsoft Corporation","","MsiExec.exe /X{5E535DCA-73CB-4BC8-BC6F-0309E220A7DF}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest-11.0.100-preview.1 (x64)","89.144.48582","Microsoft Corporation","","MsiExec.exe /X{98515B2A-B4A5-443A-B3CB-8FA86F428291}"
"Microsoft.NET.Workload.Emscripten.Current.Manifest-11.0.100-preview.4 (x64)","89.144.52195","Microsoft Corporation","","MsiExec.exe /X{93D2F7B2-CAF0-4F35-BE6C-4110BEA94271}"
"Microsoft.NET.Workload.Emscripten.Manifest (x64)","48.144.23281","Microsoft Corporation","","MsiExec.exe /X{A4DBB031-7884-4AFC-9E74-219837D6C1ED}"
"Microsoft.NET.Workload.Emscripten.net10.Manifest-11.0.100-preview.1 (x64)","89.144.48582","Microsoft Corporation","","MsiExec.exe /X{539348BB-262C-4CCE-9DF5-131DA61F26E2}"
"Microsoft.NET.Workload.Emscripten.net10.Manifest-11.0.100-preview.4 (x64)","89.144.52195","Microsoft Corporation","","MsiExec.exe /X{FFFDD7B7-1A93-4546-8B28-7AF8DFA6C5DE}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)","56.80.15172","Microsoft Corporation","","MsiExec.exe /X{275B5EA4-F533-4B10-91F0-47602EFF6913}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)","72.52.45351","Microsoft Corporation","","MsiExec.exe /X{262A7A20-5481-49A9-B15A-BA7D9449DFB4}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)","72.56.52051","Microsoft Corporation","","MsiExec.exe /X{8337FF28-AE0C-4BD2-97D3-ECDBA41E5C03}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)","72.56.50513","Microsoft Corporation","","MsiExec.exe /X{296C204F-0CC9-4A2D-9B57-0FF6A3861AEA}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)","72.56.47012","Microsoft Corporation","","MsiExec.exe /X{9A3BB95D-1BC2-45CE-9E20-4857361BA9D1}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)","64.108.52097","Microsoft Corporation","","MsiExec.exe /X{5C4948C6-A9C4-4EE6-8FB1-47939D3F97D2}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)","64.96.47011","Microsoft Corporation","","MsiExec.exe /X{D348C3DB-2CD3-4E96-B2ED-68B4D8FABA86}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)","64.104.50388","Microsoft Corporation","","MsiExec.exe /X{B38B0BCE-DEE1-430A-B641-913994D7CE35}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)","72.56.48675","Microsoft Corporation","","MsiExec.exe /X{DA29E54E-9E8C-4DA4-9D78-A9024BE5876C}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)","64.100.48546","Microsoft Corporation","","MsiExec.exe /X{B2307C90-A986-4029-8234-F9819CB2DBB6}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)","64.92.45353","Microsoft Corporation","","MsiExec.exe /X{081DEFCC-C896-4325-A164-738D3D1C01E7}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest-10.0.100 (x64)","81.160.48830","Microsoft Corporation","","MsiExec.exe /X{87AE3D40-C65D-4DCA-8FDE-4E7BE870B817}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest-10.0.100 (x64)","81.156.47319","Microsoft Corporation","","MsiExec.exe /X{C620404C-EA60-4A5E-B1E9-78A200BB0B86}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest-10.0.100 (x64)","81.176.52183","Microsoft Corporation","","MsiExec.exe /X{AFCA6E29-04C4-4895-8B0B-C4B980313227}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest-11.0.100-preview.1 (x64)","89.144.48582","Microsoft Corporation","","MsiExec.exe /X{D36BDD2C-0014-424D-A262-6281114BAA5A}"
"Microsoft.NET.Workload.Emscripten.net6.Manifest-11.0.100-preview.4 (x64)","89.144.52195","Microsoft Corporation","","MsiExec.exe /X{06120EB1-DE53-4736-A114-2C634C185D94}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)","64.108.52097","Microsoft Corporation","","MsiExec.exe /X{B28642E1-80A9-4B31-9ADE-67EAF177AD27}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)","56.80.15172","Microsoft Corporation","","MsiExec.exe /X{EF1C90F7-C253-491B-814C-712A5B5AF4DA}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)","72.56.52051","Microsoft Corporation","","MsiExec.exe /X{17CB33B1-4779-4BBF-A78D-FC247E7DE562}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)","72.56.50513","Microsoft Corporation","","MsiExec.exe /X{8E6D9593-13A1-4A33-AB84-5B49BB9C9AEA}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)","64.92.45353","Microsoft Corporation","","MsiExec.exe /X{9FA07B1C-88F5-4188-B3FD-F9184F9D870D}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)","72.52.45351","Microsoft Corporation","","MsiExec.exe /X{78D949E6-D4C3-4C33-9C59-81B193DBDF3D}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)","64.104.50388","Microsoft Corporation","","MsiExec.exe /X{4735FDAB-7000-4E4B-9C6D-594C7F34C43F}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)","72.56.47012","Microsoft Corporation","","MsiExec.exe /X{4BFF3B52-A83E-4508-BEE1-D0608E11D8DD}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)","72.56.48675","Microsoft Corporation","","MsiExec.exe /X{C6644939-33AC-4395-B668-402FD42BA3D7}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)","64.100.48546","Microsoft Corporation","","MsiExec.exe /X{6F9231AA-A9AE-48C5-A910-1D02CF8E2626}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)","64.96.47011","Microsoft Corporation","","MsiExec.exe /X{84B0B464-42CC-4DB9-AD99-D26A8A74473F}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest-10.0.100 (x64)","81.160.48830","Microsoft Corporation","","MsiExec.exe /X{97B19D45-4EA4-49FD-9DEB-95DE346D4DEC}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest-10.0.100 (x64)","81.156.47319","Microsoft Corporation","","MsiExec.exe /X{85F69BCC-2D36-4835-828F-387F9DE97243}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest-10.0.100 (x64)","81.176.52183","Microsoft Corporation","","MsiExec.exe /X{3B25BFB6-9463-447F-B41E-422A10253120}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest-11.0.100-preview.1 (x64)","89.144.48582","Microsoft Corporation","","MsiExec.exe /X{8306B723-06DA-4902-8457-D3539B32DEF6}"
"Microsoft.NET.Workload.Emscripten.net7.Manifest-11.0.100-preview.4 (x64)","89.144.52195","Microsoft Corporation","","MsiExec.exe /X{6FDA55A9-E3DE-461F-B8A5-0F914C84549D}"
"Microsoft.NET.Workload.Emscripten.net8.Manifest (x64)","72.56.47012","Microsoft Corporation","","MsiExec.exe /X{C168F46F-2A5B-475F-BD48-91C2B48E3122}"
"Microsoft.NET.Workload.Emscripten.net8.Manifest (x64)","72.56.48675","Microsoft Corporation","","MsiExec.exe /X{1B9AD5AC-6636-4611-AFDD-E4FE9EC3B885}"
"Microsoft.NET.Workload.Emscripten.net8.Manifest (x64)","72.56.50513","Microsoft Corporation","","MsiExec.exe /X{51EE69E5-AA0F-4386-8D59-97ACE65FB296}"
"Microsoft.NET.Workload.Emscripten.net8.Manifest (x64)","72.56.52051","Microsoft Corporation","","MsiExec.exe /X{5D6FA998-7E06-4109-BC2A-9BCB9FBD5C80}"
"Microsoft.NET.Workload.Emscripten.net8.Manifest (x64)","72.52.45351","Microsoft Corporation","","MsiExec.exe /X{5EA28EA0-5F31-484F-B792-7AF0739FFD03}"
"Microsoft.NET.Workload.Emscripten.net8.Manifest-10.0.100 (x64)","81.176.52183","Microsoft Corporation","","MsiExec.exe /X{FEA37A58-C314-4042-8D92-E83CFABF40B8}"
"Microsoft.NET.Workload.Emscripten.net8.Manifest-10.0.100 (x64)","81.160.48830","Microsoft Corporation","","MsiExec.exe /X{49F48712-1E43-4C4F-AE2C-939DFE9D5B0B}"
"Microsoft.NET.Workload.Emscripten.net8.Manifest-10.0.100 (x64)","81.156.47319","Microsoft Corporation","","MsiExec.exe /X{3DEC9DEE-E5BA-4691-990D-F661090901D9}"
"Microsoft.NET.Workload.Emscripten.net8.Manifest-11.0.100-preview.1 (x64)","89.144.48582","Microsoft Corporation","","MsiExec.exe /X{A628BE3E-6AC4-43FF-8A57-960021BA35DF}"
"Microsoft.NET.Workload.Emscripten.net8.Manifest-11.0.100-preview.4 (x64)","89.144.52195","Microsoft Corporation","","MsiExec.exe /X{CFAA8B09-82AE-4827-B0D7-DA8C8B2BA794}"
"Microsoft.NET.Workload.Emscripten.net9.Manifest-10.0.100 (x64)","81.176.52183","Microsoft Corporation","","MsiExec.exe /X{D3BA091C-16B6-4162-A86C-1D918A4B401F}"
"Microsoft.NET.Workload.Emscripten.net9.Manifest-10.0.100 (x64)","81.156.47319","Microsoft Corporation","","MsiExec.exe /X{EC7A9252-CDFD-4F63-9D20-8DF3ECF9F698}"
"Microsoft.NET.Workload.Emscripten.net9.Manifest-10.0.100 (x64)","81.160.48830","Microsoft Corporation","","MsiExec.exe /X{D3FE7575-E285-42D0-8C51-410150CA8C99}"
"Microsoft.NET.Workload.Emscripten.net9.Manifest-11.0.100-preview.1 (x64)","89.144.48582","Microsoft Corporation","","MsiExec.exe /X{77A4C9AD-1EF4-4DDE-8871-EC4D56346DB2}"
"Microsoft.NET.Workload.Emscripten.net9.Manifest-11.0.100-preview.4 (x64)","89.144.52195","Microsoft Corporation","","MsiExec.exe /X{5E3D026D-AE30-43B6-9727-049B5A5B21A9}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64)","64.96.47242","Microsoft Corporation","","MsiExec.exe /X{6DA2E9DA-9226-444A-8E5F-8885C299734B}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64)","64.92.45415","Microsoft Corporation","","MsiExec.exe /X{2BBC1690-C76B-416D-B8E0-D78A19D3C4B0}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64)","64.104.50421","Microsoft Corporation","","MsiExec.exe /X{23601B3F-82CA-47CE-8969-17CBAFB0BC0B}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64)","72.0.47121","Microsoft Corporation","","MsiExec.exe /X{D685277E-7E78-46E7-B444-3461D2AEDEBE}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64)","64.100.48707","Microsoft Corporation","","MsiExec.exe /X{64574D40-4E86-43FB-BD7A-4E1D83DB9058}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64)","72.0.48826","Microsoft Corporation","","MsiExec.exe /X{65ADB65C-239A-4B43-9580-4F3F5564E91C}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64)","64.108.52182","Microsoft Corporation","","MsiExec.exe /X{8A6B095E-E833-4B5F-A54F-2F505EA2FEF0}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64)","72.0.52183","Microsoft Corporation","","MsiExec.exe /X{42892BBF-0A1B-49B0-9D93-300314DD80A9}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64)","72.0.45417","Microsoft Corporation","","MsiExec.exe /X{000DB6DD-94F4-42AF-B1C8-545708DB4961}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64)","72.0.50518","Microsoft Corporation","","MsiExec.exe /X{F02130C1-4BAE-435F-A207-719EAD3FA6D8}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest-10.0.100 (x64)","81.160.48830","Microsoft Corporation","","MsiExec.exe /X{F2D7909B-4CFA-4629-8C2E-75DD8790DAD9}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest-10.0.100 (x64)","81.176.52183","Microsoft Corporation","","MsiExec.exe /X{A082DA00-3670-4BA3-ADB6-BBA7354C2B52}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest-10.0.100 (x64)","81.156.47319","Microsoft Corporation","","MsiExec.exe /X{9605293C-0290-4F74-9F01-42470050628A}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest-11.0.100-preview.1 (x64)","89.144.48582","Microsoft Corporation","","MsiExec.exe /X{346BE565-D9C3-4213-90D3-D7AACE33DAED}"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest-11.0.100-preview.4 (x64)","89.144.52195","Microsoft Corporation","","MsiExec.exe /X{1097BA2F-C913-4B6E-8861-AA748776F706}"
"Microsoft.NET.Workload.Mono.Toolchain.Manifest","48.3.40665","Microsoft Corporation","","MsiExec.exe /X{DBB48387-294D-4179-81CB-B06A97F8CD8E}"
"Microsoft.NET.Workload.Mono.Toolchain.net10.Manifest-11.0.100-preview.1 (x64)","89.144.48582","Microsoft Corporation","","MsiExec.exe /X{7A01B84B-94F2-4BE9-99A4-C5BB26C4C794}"
"Microsoft.NET.Workload.Mono.Toolchain.net10.Manifest-11.0.100-preview.4 (x64)","89.144.52195","Microsoft Corporation","","MsiExec.exe /X{1D2290AB-1D4B-4643-8BF1-3D218B9834D4}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)","72.0.52183","Microsoft Corporation","","MsiExec.exe /X{ECB34BE2-9FB8-4EAD-9022-14775DCCB8EA}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)","72.0.47121","Microsoft Corporation","","MsiExec.exe /X{A0E8369D-7CA6-443D-9D75-5F05DD177261}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)","64.100.48707","Microsoft Corporation","","MsiExec.exe /X{82625C82-7A4D-424E-8F77-A4E7F9E400D7}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)","72.0.50518","Microsoft Corporation","","MsiExec.exe /X{38040FC8-D27A-48EB-9510-89449B4D21F4}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)","72.0.48826","Microsoft Corporation","","MsiExec.exe /X{2C405A91-A1AB-4A47-AC40-CD35C632E4CD}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)","64.108.52182","Microsoft Corporation","","MsiExec.exe /X{FE559756-03C6-45BA-AAB0-216C2989C04B}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)","64.92.45415","Microsoft Corporation","","MsiExec.exe /X{A09ABD6E-F09D-4FBA-8036-E7D11278DAEE}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)","56.80.15184","Microsoft Corporation","","MsiExec.exe /X{AF39D638-E302-468D-A71E-D4F100AB5773}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)","72.0.45417","Microsoft Corporation","","MsiExec.exe /X{B77986A4-4C29-4954-822D-F3C41F70A754}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)","64.96.47242","Microsoft Corporation","","MsiExec.exe /X{C34A01C9-1080-4D2A-906C-76AC6C15E11D}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)","64.104.50421","Microsoft Corporation","","MsiExec.exe /X{D1997F1E-2A65-4BC5-9FBE-6C53F46EC895}"
